0,0,0,0,5.1428,9.11534,-7.42849
0,0,1,0,-4.03952,20.8597,-1.47233
0,0,2,0,-4.12169,14.9853,17.8021
0,0,3,0,-18.929,-9.99522,26.6538
0,0,4,0,-26.6242,-27.6981,23.3444
0,0,5,0,-15.6208,-43.3336,13.1697
0,0,6,0,10.7678,-34.8961,9.52933
0,0,7,0,26.5664,-2.46521,8.20634
0,0,8,0,9.60936,11.5944,6.96551
0,0,9,0,-1.06269,1.91734,5.80683
0,0,10,0,12.2575,-4.61664,0.678404
0,0,11,0,24.5836,4.40078,-1.22431
0,0,12,0,21.9355,8.45132,-0.645361
0,0,13,0,8.45097,3.32507,-5.27776
0,0,14,0,-2.88113,-4.12084,-9.33121
0,0,15,0,-2.9633,-12.3946,-7.84236
0,0,16,0,-3.29465,-16.3654,-3.78891
0,0,17,0,0.509226,-18.9285,-1.96912
0,0,18,0,10.0229,-21.6599,-7.92529
0,0,19,0,7.54175,-25.2146,-16.4453
0,0,20,0,-4.03952,-30.0133,-16.6111
0,0,21,0,-9.41796,-23.3155,-15.6183
0,0,22,0,-3.29465,-9.0833,-22.1534
0,0,23,0,9.19584,-6.02437,-24.1383
0,0,24,0,15.4835,-5.11244,-14.8735
0,0,25,0,7.54175,2.74515,-3.12703
0,0,26,0,-19.5917,13.9937,5.72467
0,0,27,0,-37.2936,18.8765,12.2598
0,0,28,0,-20.1722,11.7626,14.4105
0,0,29,0,3.48871,0.677831,12.0939
0,0,30,0,2.49466,-5.77647,4.06997
0,0,31,0,-28.0291,-8.6716,-1.22431
0,0,32,0,-53.5084,-11.6509,1.83631
0,0,33,0,-37.2936,-13.7182,6.2207
0,0,34,0,-9.25096,-7.26388,7.46153
0,0,35,0,2.41249,4.06877,10.936
0,0,36,0,14.4073,4.48047,7.70954
0,0,37,0,23.3404,-15.4535,-1.30724
0,0,38,0,13.9938,-24.7188,-7.42849
0,0,39,0,-10.4915,-24.0592,-4.03693
0,0,40,0,-33.3227,-41.43,2.82913
0,0,41,0,-46.9743,-54.2501,2.49819
0,0,42,0,-46.6429,-45.485,-3.12703
0,0,43,0,-33.1584,-27.4502,-1.55525
0,0,44,0,-13.0575,-9.25152,5.55882
0,0,45,0,-0.482167,0.841624,9.86027
0,0,46,0,-0.649166,5.7244,10.688
0,0,47,0,-5.86061,3.57297,5.55882
0,0,48,0,-12.1456,-5.36477,-2.05128
0,0,49,0,-20.2544,-7.4321,-0.148561
